Date,Price,Open,High,Low,Change %,days
5/7/2010,1.2762,1.2633,1.28,1.2588,0.84%,2700
5/10/2010,1.2782,1.2933,1.3094,1.2758,0.16%,2701
5/11/2010,1.2655,1.2791,1.2804,1.2652,-0.99%,2702
5/12/2010,1.2622,1.2639,1.274,1.2603,-0.26%,2703
5/13/2010,1.253,1.2631,1.2686,1.2518,-0.73%,2704
5/14/2010,1.2363,1.2524,1.2578,1.2355,-1.33%,2705
5/17/2010,1.2395,1.2351,1.2416,1.2235,0.26%,2706
5/18/2010,1.2183,1.2395,1.2447,1.2163,-1.71%,2707
5/19/2010,1.2429,1.2183,1.2434,1.2144,2.02%,2708
5/20/2010,1.2468,1.2429,1.2601,1.2298,0.31%,2709
5/21/2010,1.2573,1.2468,1.2675,1.2461,0.84%,2710
5/24/2010,1.2353,1.2546,1.2561,1.2344,-1.75%,2711
5/25/2010,1.2365,1.2344,1.2372,1.2172,0.10%,2712
5/26/2010,1.2168,1.2373,1.2376,1.2164,-1.59%,2713
5/27/2010,1.2369,1.2157,1.2395,1.2153,1.65%,2714
5/28/2010,1.227,1.2363,1.2455,1.2266,-0.80%,2715
5/31/2010,1.2306,1.2273,1.2334,1.2264,0.29%,2716
6/1/2010,1.2227,1.2305,1.2355,1.2111,-0.64%,2717
6/2/2010,1.2251,1.2207,1.2277,1.2174,0.20%,2718
6/3/2010,1.2157,1.2247,1.2327,1.2151,-0.77%,2719
6/4/2010,1.1976,1.2165,1.2218,1.1956,-1.49%,2720
6/7/2010,1.1915,1.1946,1.1992,1.1876,-0.51%,2721
6/8/2010,1.1975,1.1919,1.2011,1.1901,0.50%,2722
6/9/2010,1.1986,1.197,1.2076,1.1923,0.09%,2723
6/10/2010,1.2109,1.1981,1.2143,1.1955,1.03%,2724
6/11/2010,1.2113,1.2109,1.2155,1.2046,0.03%,2725
6/14/2010,1.2218,1.2125,1.23,1.2115,0.87%,2726
6/15/2010,1.2324,1.2213,1.235,1.2164,0.87%,2727
6/16/2010,1.2308,1.2322,1.2357,1.2256,-0.13%,2728
6/17/2010,1.238,1.2299,1.2414,1.2243,0.58%,2729
6/18/2010,1.2387,1.2384,1.2419,1.2354,0.06%,2730
6/21/2010,1.2308,1.2439,1.2469,1.2303,-0.64%,2731
6/22/2010,1.2268,1.2322,1.2355,1.225,-0.32%,2732
6/23/2010,1.2315,1.2264,1.2346,1.2209,0.38%,2733
6/24/2010,1.2334,1.2317,1.2388,1.226,0.15%,2734
6/25/2010,1.2377,1.233,1.2398,1.2253,0.35%,2735
6/28/2010,1.2279,1.2372,1.2399,1.2264,-0.79%,2736
6/29/2010,1.2182,1.2277,1.2293,1.2152,-0.79%,2737
6/30/2010,1.2236,1.2185,1.2306,1.2166,0.44%,2738
7/1/2010,1.2519,1.2235,1.254,1.2193,2.31%,2739
7/2/2010,1.2563,1.2517,1.2616,1.2483,0.35%,2740
7/5/2010,1.254,1.2557,1.2565,1.2508,-0.18%,2741
7/6/2010,1.2624,1.2538,1.2664,1.2479,0.67%,2742
7/7/2010,1.2635,1.2628,1.2666,1.2553,0.09%,2743
7/8/2010,1.2694,1.2633,1.2712,1.262,0.47%,2744
7/9/2010,1.2637,1.2698,1.2725,1.2608,-0.45%,2745
7/12/2010,1.259,1.2639,1.2647,1.2548,-0.37%,2746
7/13/2010,1.2728,1.259,1.2739,1.2522,1.10%,2747
7/14/2010,1.2741,1.2723,1.2779,1.2681,0.10%,2748
7/15/2010,1.2939,1.2741,1.2956,1.2708,1.55%,2749
7/16/2010,1.2933,1.293,1.301,1.2891,-0.05%,2750
7/19/2010,1.294,1.2893,1.2992,1.2868,0.05%,2751
7/20/2010,1.2886,1.2948,1.303,1.284,-0.42%,2752
7/21/2010,1.2757,1.2881,1.2914,1.2731,-1.00%,2753
7/22/2010,1.2891,1.2753,1.2932,1.2738,1.05%,2754
7/23/2010,1.2907,1.2887,1.297,1.2794,0.12%,2755
7/26/2010,1.2995,1.29,1.3005,1.2875,0.68%,2756
7/27/2010,1.2995,1.299,1.3047,1.2951,0.00%,2757
7/28/2010,1.2993,1.3002,1.3042,1.2965,-0.02%,2758
7/29/2010,1.3079,1.299,1.3108,1.298,0.66%,2759
7/30/2010,1.3048,1.3081,1.3096,1.2981,-0.24%,2760
8/2/2010,1.3182,1.3062,1.3197,1.3053,1.03%,2761
8/3/2010,1.3228,1.3181,1.3263,1.3145,0.35%,2762
8/4/2010,1.316,1.3229,1.3241,1.3132,-0.51%,2763
8/5/2010,1.3192,1.3153,1.3235,1.3118,0.24%,2764
8/6/2010,1.3285,1.3185,1.3336,1.3158,0.70%,2765
8/9/2010,1.3235,1.3292,1.331,1.3216,-0.38%,2766
8/10/2010,1.3178,1.3222,1.3235,1.3072,-0.43%,2767
8/11/2010,1.2833,1.3176,1.3191,1.2829,-2.62%,2768
8/12/2010,1.2824,1.2846,1.2933,1.278,-0.07%,2769
8/13/2010,1.2752,1.283,1.2909,1.275,-0.56%,2770
8/16/2010,1.2826,1.2761,1.2874,1.2736,0.58%,2771
8/17/2010,1.2881,1.2824,1.2917,1.2804,0.43%,2772
8/18/2010,1.2857,1.2881,1.2925,1.2823,-0.19%,2773
8/19/2010,1.2821,1.2855,1.2903,1.2771,-0.28%,2774
8/20/2010,1.2708,1.2821,1.2835,1.2664,-0.88%,2775
8/23/2010,1.2658,1.2704,1.2731,1.2645,-0.39%,2776
8/24/2010,1.2625,1.265,1.2719,1.2585,-0.26%,2777
8/25/2010,1.2658,1.2631,1.2726,1.2604,0.26%,2778
8/26/2010,1.272,1.266,1.2765,1.2649,0.49%,2779
8/27/2010,1.2765,1.2716,1.2781,1.2679,0.35%,2780
8/30/2010,1.2664,1.2766,1.277,1.2658,-0.79%,2781
8/31/2010,1.2687,1.2664,1.2744,1.2624,0.18%,2782
9/1/2010,1.2812,1.2686,1.2856,1.2662,0.99%,2783
9/2/2010,1.2826,1.2799,1.2849,1.2776,0.11%,2784
9/3/2010,1.2896,1.2829,1.29,1.281,0.55%,2785
9/6/2010,1.2873,1.2889,1.292,1.2865,-0.18%,2786
9/7/2010,1.2683,1.2873,1.2877,1.2676,-1.48%,2787
9/8/2010,1.2723,1.2686,1.2766,1.2661,0.32%,2788
9/9/2010,1.2694,1.2721,1.2767,1.2662,-0.23%,2789
9/10/2010,1.268,1.2699,1.275,1.2645,-0.11%,2790
9/13/2010,1.288,1.2708,1.2894,1.2703,1.58%,2791
9/14/2010,1.2996,1.2878,1.3034,1.2827,0.90%,2792
9/15/2010,1.3005,1.2993,1.3037,1.2954,0.07%,2793
9/16/2010,1.3076,1.3012,1.3119,1.2976,0.55%,2794
9/17/2010,1.3048,1.3081,1.3162,1.3019,-0.21%,2795
9/20/2010,1.3066,1.3053,1.3121,1.3026,0.14%,2796
9/21/2010,1.3252,1.3062,1.3282,1.3056,1.42%,2797
9/22/2010,1.34,1.3253,1.3441,1.3246,1.12%,2798
9/23/2010,1.3312,1.3394,1.3415,1.3304,-0.66%,2799
9/24/2010,1.3491,1.3315,1.3498,1.3287,1.34%,2800
9/27/2010,1.3457,1.3482,1.3509,1.3426,-0.25%,2801
9/28/2010,1.3582,1.3445,1.3598,1.3382,0.93%,2802
9/29/2010,1.3629,1.3579,1.3648,1.3565,0.35%,2803
9/30/2010,1.3633,1.3626,1.3686,1.3561,0.03%,2804
10/1/2010,1.3792,1.3632,1.3796,1.362,1.17%,2805
10/4/2010,1.3682,1.3792,1.3793,1.3666,-0.80%,2806
10/5/2010,1.3834,1.3679,1.3861,1.3636,1.11%,2807
10/6/2010,1.3937,1.3836,1.3948,1.3798,0.74%,2808
10/7/2010,1.3927,1.3929,1.4028,1.3855,-0.07%,2809
10/8/2010,1.3943,1.3921,1.3986,1.3836,0.11%,2810
10/11/2010,1.3874,1.3994,1.4013,1.3866,-0.49%,2811
10/12/2010,1.3925,1.3874,1.3933,1.3773,0.37%,2812
10/13/2010,1.3963,1.3915,1.4002,1.391,0.27%,2813
10/14/2010,1.4081,1.3958,1.4124,1.3955,0.85%,2814
10/15/2010,1.3979,1.4078,1.416,1.3938,-0.72%,2815
10/18/2010,1.3948,1.3977,1.4,1.3832,-0.22%,2816
10/19/2010,1.3735,1.3951,1.4006,1.3714,-1.53%,2817
10/20/2010,1.3967,1.3731,1.3994,1.3699,1.69%,2818
10/21/2010,1.392,1.396,1.4051,1.387,-0.34%,2819
10/22/2010,1.3952,1.3924,1.3976,1.3858,0.23%,2820
10/25/2010,1.3966,1.3958,1.4083,1.3935,0.10%,2821
10/26/2010,1.3861,1.3966,1.3984,1.3825,-0.75%,2822
10/27/2010,1.3769,1.3859,1.3878,1.3733,-0.66%,2823
10/28/2010,1.3932,1.3761,1.3946,1.3757,1.18%,2824
10/29/2010,1.395,1.3927,1.3954,1.3806,0.13%,2825
11/1/2010,1.3891,1.3963,1.4013,1.3862,-0.42%,2826
11/2/2010,1.404,1.3897,1.4061,1.3881,1.07%,2827
11/3/2010,1.4145,1.4038,1.4177,1.3991,0.75%,2828
11/4/2010,1.42,1.4139,1.4284,1.4103,0.39%,2829
11/5/2010,1.4034,1.4216,1.425,1.4025,-1.17%,2830
11/8/2010,1.3921,1.4051,1.4085,1.3886,-0.81%,2831
11/9/2010,1.3779,1.392,1.3975,1.375,-1.02%,2832
11/10/2010,1.3784,1.3777,1.3828,1.3672,0.04%,2833
11/11/2010,1.3658,1.3784,1.3823,1.3637,-0.91%,2834
11/12/2010,1.3693,1.3666,1.3779,1.3573,0.26%,2835
11/15/2010,1.3586,1.3712,1.3752,1.3565,-0.78%,2836
11/16/2010,1.3493,1.3587,1.3655,1.3447,-0.68%,2837
11/17/2010,1.3519,1.3487,1.3566,1.3458,0.19%,2838
11/18/2010,1.3645,1.3527,1.3668,1.3525,0.93%,2839
11/19/2010,1.3687,1.3647,1.3733,1.3609,0.31%,2840
11/22/2010,1.3626,1.3714,1.3786,1.3575,-0.45%,2841
11/23/2010,1.3373,1.3619,1.3634,1.3361,-1.86%,2842
11/24/2010,1.3332,1.3367,1.3424,1.3284,-0.31%,2843
11/25/2010,1.3363,1.3333,1.3388,1.3287,0.23%,2844
11/26/2010,1.3243,1.3355,1.3368,1.3199,-0.90%,2845
11/29/2010,1.3121,1.3287,1.3304,1.3064,-0.92%,2846
11/30/2010,1.298,1.3124,1.3152,1.2967,-1.07%,2847
12/1/2010,1.3143,1.2985,1.3181,1.297,1.26%,2848
12/2/2010,1.3227,1.3137,1.325,1.3059,0.64%,2849
12/3/2010,1.3415,1.3222,1.3418,1.3192,1.42%,2850
12/6/2010,1.3306,1.3382,1.3422,1.3243,-0.81%,2851
12/7/2010,1.3264,1.3304,1.3401,1.326,-0.32%,2852
12/8/2010,1.3259,1.3263,1.3283,1.318,-0.04%,2853
12/9/2010,1.3245,1.3264,1.3325,1.3165,-0.11%,2854
12/10/2010,1.3234,1.3237,1.3283,1.3178,-0.08%,2855
12/13/2010,1.3391,1.3207,1.3435,1.3182,1.19%,2856
12/14/2010,1.3384,1.3388,1.3498,1.3361,-0.05%,2857
12/15/2010,1.3213,1.3383,1.3384,1.3209,-1.28%,2858
12/16/2010,1.3239,1.3213,1.3268,1.318,0.20%,2859
12/17/2010,1.3182,1.3239,1.3361,1.3133,-0.43%,2860
12/20/2010,1.3121,1.3182,1.319,1.3095,-0.46%,2861
12/21/2010,1.3096,1.3127,1.3203,1.3072,-0.19%,2862
12/22/2010,1.31,1.3095,1.3182,1.3076,0.03%,2863
12/23/2010,1.312,1.3096,1.3154,1.3054,0.15%,2864
12/24/2010,1.3118,1.3117,1.3151,1.3095,-0.02%,2865
12/27/2010,1.3161,1.3115,1.3171,1.3072,0.33%,2866
12/28/2010,1.312,1.3166,1.3277,1.3094,-0.31%,2867
12/29/2010,1.3224,1.3116,1.3239,1.3082,0.79%,2868
12/30/2010,1.3283,1.3225,1.3316,1.3212,0.45%,2869
12/31/2010,1.3379,1.329,1.3427,1.3283,0.72%,2870
1/3/2011,1.3354,1.3348,1.3397,1.3251,-0.19%,2871
1/4/2011,1.3304,1.3358,1.3436,1.3291,-0.37%,2872
1/5/2011,1.3152,1.3304,1.3325,1.3123,-1.14%,2873
1/6/2011,1.3001,1.3146,1.3171,1.2995,-1.15%,2874
1/7/2011,1.2919,1.3005,1.3023,1.2906,-0.63%,2875
1/10/2011,1.2944,1.2883,1.2967,1.2874,0.19%,2876
1/11/2011,1.2978,1.295,1.2995,1.2905,0.26%,2877
1/12/2011,1.3137,1.2972,1.3146,1.2961,1.23%,2878
1/13/2011,1.3354,1.3129,1.3384,1.3087,1.65%,2879
1/14/2011,1.3377,1.3363,1.3458,1.3313,0.17%,2880
1/17/2011,1.3294,1.3383,1.3389,1.3245,-0.62%,2881
1/18/2011,1.3381,1.3292,1.3467,1.3252,0.65%,2882
1/19/2011,1.3469,1.3389,1.3541,1.3369,0.66%,2883
1/20/2011,1.3478,1.3476,1.3524,1.3395,0.07%,2884
1/21/2011,1.3618,1.3475,1.3629,1.3448,1.04%,2885
1/24/2011,1.3643,1.3638,1.3687,1.3537,0.18%,2886
1/25/2011,1.369,1.3638,1.3704,1.3571,0.34%,2887
1/26/2011,1.3698,1.3686,1.3722,1.3642,0.06%,2888
1/27/2011,1.3727,1.371,1.376,1.3636,0.21%,2889
1/28/2011,1.3613,1.3733,1.3746,1.358,-0.83%,2890
1/31/2011,1.3686,1.3599,1.374,1.3568,0.54%,2891
2/1/2011,1.3834,1.3685,1.3845,1.3685,1.08%,2892
2/2/2011,1.3805,1.383,1.3863,1.3767,-0.21%,2893
2/3/2011,1.3632,1.3813,1.3828,1.3611,-1.25%,2894
2/4/2011,1.3586,1.3639,1.3679,1.3542,-0.34%,2895
2/7/2011,1.3588,1.3563,1.3628,1.3508,0.01%,2896
2/8/2011,1.3634,1.3582,1.369,1.3571,0.34%,2897
2/9/2011,1.3731,1.3625,1.3745,1.3607,0.71%,2898
2/10/2011,1.3595,1.3729,1.3737,1.3577,-0.99%,2899
2/11/2011,1.3549,1.3599,1.3624,1.3498,-0.34%,2900
2/14/2011,1.3486,1.351,1.3562,1.3429,-0.46%,2901
2/15/2011,1.349,1.3488,1.3553,1.3459,0.03%,2902
2/16/2011,1.3568,1.3488,1.3591,1.3461,0.58%,2903
2/17/2011,1.3602,1.3568,1.362,1.3534,0.25%,2904
2/18/2011,1.3697,1.3609,1.3718,1.3548,0.70%,2905
2/21/2011,1.3677,1.3703,1.3719,1.3646,-0.15%,2906
2/22/2011,1.3654,1.3677,1.3704,1.3525,-0.17%,2907
2/23/2011,1.3747,1.3659,1.3788,1.3646,0.68%,2908
2/24/2011,1.3804,1.3747,1.3821,1.3702,0.41%,2909
2/25/2011,1.3751,1.3797,1.3838,1.3722,-0.38%,2910
2/28/2011,1.3802,1.3757,1.3856,1.371,0.37%,2911
3/1/2011,1.3776,1.3803,1.3855,1.3762,-0.19%,2912
3/2/2011,1.3864,1.3775,1.3889,1.3742,0.64%,2913
3/3/2011,1.3966,1.3868,1.3974,1.3833,0.74%,2914
3/4/2011,1.3985,1.3968,1.4009,1.3939,0.14%,2915
3/7/2011,1.3973,1.3996,1.4038,1.3952,-0.09%,2916
3/8/2011,1.3904,1.3972,1.3994,1.3861,-0.49%,2917
